0.00266 -0.00030 -0.00025 -0.00020 0.00587 0.04654 -0.00020 -0.00033 -0.00010 -0.00033 -0.00022 0.00251 0.00809 -0.00028 -0.00006 -0.00076 -0.00026 -0.00026 -0.00017 -0.00082 -0.00017 -0.00023 -0.00029 -0.00013 -0.00028 -0.00033 0.02364 -0.00041 -0.00024 0.00238 -0.00010 -0.00031 -0.00015 -0.00014 0.00877 -0.00030 0.01484 0.00254 -0.00033 0.02020 -0.00021 -0.00039 0.01335 0.02887 -0.00027 -0.00044 -0.00009 0.01042 -0.00011 -0.00027
0.02697 -0.00032 -0.00020 0.00564 0.00004 -0.00048 0.00973 0.00002 0.00437 -0.00026 -0.00017 -0.00013 -0.00014 -0.00049 -0.00012 -0.00033 0.01001 -0.00029 -0.00023 0.01132 -0.00015 0.00162 0.00112 -0.00003 -0.00025 0.01547 -0.00032 -0.00007 -0.00034 -0.00018 -0.00004 0.03395 0.02641 -0.00022 -0.00020 0.01151 0.01117 -0.00055 -0.00010 -0.00021 -0.00047 0.02064 -0.00043 -0.00027 0.00009 -0.00049 0.00000 -0.00029 0.00005 -0.00050
-0.00043 -0.00038 -0.00047 0.01692 -0.00008 -0.00036 0.02672 -0.00015 -0.00002 0.00560 -0.00025 -0.00005 -0.00038 -0.00036 0.00018 0.02820 -0.00032 0.03025 -0.00019 -0.00047 -0.00021 -0.00044 -0.00032 -0.00026 -0.00036 -0.00052 -0.00036 -0.00041 -0.00025 -0.00039 -0.00022 -0.00013 0.01131 -0.00027 0.03641 0.03473 -0.00051 -0.00039 -0.00018 -0.00019 0.02334 -0.00049 -0.00055 0.00006 -0.00030 -0.00022 0.00006 -0.00056 -0.00023 0.00090
0.04073 0.03419 -0.00051 -0.00043 0.00003 -0.00074 -0.00057 -0.00020 -0.00038 0.02951 0.03168 0.00225 -0.00037 -0.00074 -0.00019 -0.00081 -0.00047 0.00380 -0.00047 -0.00051 -0.00032 -0.00058 -0.00052 -0.00039 -0.00059 0.01101 -0.00072 -0.00028 -0.00051 0.00520 -0.00016 -0.00056 -0.00027 -0.00037 -0.00043 -0.00072 0.03750 0.03425 -0.00014 -0.00044 0.00118 -0.00100 0.05359 0.00606 -0.00027 -0.00053 -0.00017 0.00186 -0.00016 0.01471
0.02519 -0.00068 0.00478 -0.00051 -0.00012 -0.00111 -0.00045 -0.00050 -0.00052 -0.00028 0.00846 -0.00043 0.02259 -0.00068 0.00760 -0.00121 -0.00043 0.06125 0.04630 0.02955 -0.00012 -0.00072 -0.00065 -0.00025 -0.00058 0.01540 -0.00055 -0.00048 0.00453 -0.00028 -0.00022 -0.00057 -0.00029 -0.00036 -0.00066 -0.00065 0.03309 0.01285 -0.00035 -0.00042 -0.00061 0.00435 -0.00107 0.00701 -0.00047 -0.00068 -0.00021 0.05494 -0.00019 0.03779
-0.00065 0.00333 -0.00047 -0.00026 0.00140 0.01054 0.03641 -0.00011 -0.00030 0.05809 -0.00031 -0.00012 -0.00038 -0.00060 -0.00027 -0.00048 -0.00027 0.03523 -0.00034 -0.00026 -0.00033 -0.00046 0.02471 0.03655 -0.00046 -0.00051 0.01362 -0.00027 -0.00022 -0.00025 0.00539 -0.00040 -0.00013 -0.00018 -0.00014 0.05220 0.00656 0.00524 -0.00010 -0.00027 -0.00052 -0.00061 -0.00061 -0.00050 -0.00003 -0.00034 -0.00014 -0.00032 -0.00021 0.00190
-0.00053 0.01515 -0.00040 -0.00029 -0.00017 -0.00015 0.05609 -0.00008 0.00012 0.00326 0.01732 0.01161 -0.00030 0.00758 -0.00021 -0.00032 -0.00033 -0.00023 -0.00022 0.00000 -0.00017 -0.00046 -0.00024 -0.00025 0.00974 0.01962 0.00299 -0.00008 -0.00028 -0.00036 0.00363 -0.00011 -0.00019 0.00182 0.02577 -0.00034 -0.00046 -0.00029 0.00003 -0.00021 -0.00040 0.01021 -0.00029 -0.00012 -0.00015 -0.00000 0.01105 -0.00022 -0.00022 -0.00017
0.04225 -0.00056 -0.00046 -0.00045 -0.00005 -0.00039 0.00940 -0.00006 -0.00003 -0.00028 -0.00028 -0.00029 -0.00017 0.02307 -0.00034 -0.00033 0.01021 -0.00037 -0.00032 -0.00023 -0.00017 -0.00051 0.00953 0.00825 0.03997 -0.00046 -0.00050 0.00569 -0.00031 0.01021 -0.00015 -0.00026 -0.00020 -0.00031 -0.00022 0.01837 -0.00043 0.00566 -0.00004 -0.00037 -0.00043 -0.00053 -0.00036 -0.00018 -0.00004 0.01593 -0.00012 -0.00021 0.01361 -0.00038
0.01527 0.02926 -0.00046 -0.00044 0.00866 -0.00034 -0.00040 -0.00019 0.00022 0.00145 -0.00029 0.01252 -0.00028 0.02093 -0.00021 -0.00063 -0.00059 -0.00026 -0.00035 0.00550 0.01102 0.01263 -0.00037 -0.00034 -0.00050 -0.00063 0.04485 0.02195 -0.00043 -0.00035 -0.00029 0.01157 0.01629 -0.00036 -0.00040 -0.00050 0.03661 -0.00043 -0.00010 -0.00042 0.00695 -0.00048 -0.00043 -0.00015 -0.00032 -0.00011 -0.00030 -0.00043 -0.00032 -0.00032
0.08021 -0.13481 -0.12361 -0.12123 -0.02774 -0.04013 -0.21160 0.24082 -0.06239 -0.02191 -0.11330 0.04892 -0.11735 0.26460 -0.13603 0.10966 0.02901 -0.15087 0.65203 -0.04915 -0.02553 0.38327 0.14041 -0.02048 -0.10775 0.35934 0.28261 -0.01300 0.01964 0.12449 0.13425 -0.12204 0.51974 0.08923 0.20656 -0.11610 0.09568 0.67389 -0.02404 -0.10600 -0.11571 0.06120 -0.11994 -0.06339 0.04393 -0.03796 0.01587 -0.05060 -0.04230 -0.08695
